location,source,target,id,fuzzy,context,developer_comments
"src/routes/messages.js",Argentina,아르헨티나,"general.Argentina",false,"general.Argentina","general.Argentina"
"src/routes/messages.js",Australia,호주,"general.Australia",false,"general.Australia","general.Australia"
"src/routes/messages.js",Brazil,브라질,"general.Brazil",false,"general.Brazil","general.Brazil"
"src/routes/messages.js",Canada,캐나다,"general.Canada",false,"general.Canada","general.Canada"
"src/routes/messages.js",Egypt,이집트,"general.Egypt",false,"general.Egypt","general.Egypt"
"src/routes/messages.js",France,프랑스,"general.France",false,"general.France","general.France"
"src/routes/messages.js",Germany,독일,"general.Germany",false,"general.Germany","general.Germany"
"src/routes/messages.js",India,인도,"general.India",false,"general.India","general.India"
"src/routes/messages.js",Italy,이탈리아,"general.Italy",false,"general.Italy","general.Italy"
"src/routes/messages.js",Japan,일본,"general.Japan",false,"general.Japan","general.Japan"
"src/routes/messages.js",Mexico,멕시코,"general.Mexico",false,"general.Mexico","general.Mexico"
"src/routes/messages.js","New Zealand",뉴질랜드,"general.NewZealand",false,"general.New Zealand","general.New Zealand"
"src/routes/messages.js",Norway,노르웨이,"general.Norway",false,"general.Norway","general.Norway"
"src/routes/messages.js",Portugal,포르투갈,"general.Portugal",false,"general.Portugal","general.Portugal"
"src/routes/messages.js",Recommended,추천,"general.Recommended",false,"general.Recommended","general.Recommended"
"src/routes/messages.js","Saudi Arabia","사우디 아라비아","general.SaudiArabia",false,"general.Saudi Arabia","general.Saudi Arabia"
"src/routes/messages.js",Spain,스페인,"general.Spain",false,"general.Spain","general.Spain"
"src/routes/messages.js",Switzerland,스위스,"general.Switzerland",false,"general.Switzerland","general.Switzerland"
"src/routes/messages.js","United Kingdom",영국,"general.UnitedKingdom",false,"general.United Kingdom","general.United Kingdom"
"src/routes/messages.js","BEST DEAL","베스트 할인","general.bestDeal",false,"general.bestDeal","general.bestDeal"
"src/routes/messages.js","ByteFence’s cutting edge software detects and removes Trojans, Worms, Spyware, and other high risk malware.","ByteFence의 최신 소프트웨어가 Trojans, Worms, 스파이웨어, 기타 고위험 멀웨어를 감지 및 제거합니다.","general.byteFenceProduct",false,"general.byteFenceProduct","general.byteFenceProduct"
"src/routes/messages.js","At ByteFence we care about your online privacy, check out this special offer that will guarantee your privacy.","ByteFence는 귀하의 온라인 프라이버시를 보호합니다, 당신의 프라이버시를 보호해줄 이 특별한 할인을 확인해보세요.","general.cartDescription",false,"general.cartDescription","general.cartDescription"
"src/routes/messages.js","ByteFence Anti-malware’s cutting edge software detects and removes Trojans, Worms, Spyware, Crapware and other high risk malware","ByteFence 안티-멀웨어는 최신 Trojans, Worms, Spyware, Crapware, 기타 고위험 멀웨어를 감지 및 제거합니다","general.description",false,"general.description","general.description"
"src/routes/messages.js","Secure 3 computers. ByteFence Family Pack protects your family against Trojans, Worms, Spyware, Crapware and other high risk malware.","안전한 3 개의 컴퓨터. ByteFence 가족 패키지는 Trojans, Worms, Spyware, Crapware, 기타 위험 멀웨어로부터 당신의 가족을 지킬 것입니다.","general.familyDescription",false,"general.familyDescription","general.familyDescription"
"src/routes/messages.js",Month,월,"general.month",false,"general.month","general.month"
"src/routes/messages.js","{currency}{price} Monthly Value","","general.monthlyValue",false,"general.monthlyValue","general.monthlyValue"
"src/routes/messages.js","Browse anonymously, secure your internet connection, and unblock any website. Protect yourself with a VPN.","익명으로 검색하고, 당신의 인터넷 연결을 보호하세요, 모든 웹사이트를 방문할 수 있습니다. VPN으로 자신을 보호하세요.","general.saferVpnProduct",false,"general.saferVpnProduct","general.saferVpnProduct"
"src/routes/messages.js","United States",미국,"general.us",false,"general.us","general.us"
"src/routes/NotFound/NotFound.js","Reason Home Page","","notFound.homeLink",false,"404 homeLink","404 homeLink"
"src/routes/NotFound/NotFound.js","Reason Store.","","notFound.shopLink",false,"404 shopLink","404 shopLink"
"src/routes/NotFound/NotFound.js","support team.","","notFound.supportLink",false,"404 supportLink","404 supportLink"
"src/routes/NotFound/NotFound.js","Instead, you are welcome to navigate to the","","notFound.text.one",false,"404 text part one","404 text part one"
"src/routes/NotFound/NotFound.js","If you’ve encountered a problem, please contact our","","notFound.text.three",false,"404 text part three","404 text part three"
"src/routes/NotFound/NotFound.js","or visit the","","notFound.text.two",false,"404 text part two","404 text part two"
"src/routes/NotFound/NotFound.js","We can give you","","notFound.title.one",false,"404 title part one","404 title part one"
"src/routes/NotFound/NotFound.js","ns why this page isn’t working","","notFound.title.three",false,"404 title part three","404 title part three"
"src/routes/NotFound/NotFound.js",Reas,"","notFound.title.two",false,"404 title part two","404 title part two"
"src/components/ContactForm/ContactForm.test.js","Access my data","","contact.category.access",false,"contact category access","contact category access"
"src/components/ContactForm/ContactForm.test.js","Delete my data","","contact.category.delete",false,"contact category delete","contact category delete"
"src/components/ContactForm/messages.js","Have you purchased ByteFence Anti Malware?","ByteFence 안티 멀웨어를 구매한 적이 있습니까?","contact.category.purchase",false,"contact category purchase","contact category purchase"
"src/components/ContactForm/messages.js","Please choose a category","","contact.error.category",false,"contact us - category error","contact us - category error"
"src/components/ContactForm/messages.js","Please enter your contact request details","","contact.error.description",false,"contact us - description error","contact us - description error"
"src/components/ContactForm/messages.js","description is too long, max 350 characters","","contact.error.descriptionLengthError",false,"contact us - descriptionLengthError error","contact us - descriptionLengthError error"
"src/components/ContactForm/messages.js","Please enter a valid Email","유효한 이메일을 입력하십시오","contact.error.email",false,"contact us - email error","contact us - email error"
"src/components/ContactForm/messages.js","Please enter a valid full name","","contact.error.name",false,"contact us - name error","contact us - name error"
"src/components/ContactForm/messages.js",Required,"","contact.error.purchase",false,"contact us - purchase error","contact us - purchase error"
"src/components/ContactForm/messages.js","Please type a subject","","contact.error.subject",false,"contact us - subject error","contact us - subject error"
"src/components/ContactForm/messages.js","Subject is too long, max 180 characters","","contact.error.subjectLength",false,"contact us - subjectLength error","contact us - subjectLength error"
"src/components/ContactForm/messages.js","We encountered an error while trying to send your request. Please try again later.","","contact.error.submit",false,"contact us - submit error","contact us - submit error"
"src/components/ContactForm/messages.js",Description,설명,"contact.labels.Description",false,"contact us labels - Description","contact us labels - Description"
"src/components/ContactForm/messages.js","Choose category","카테고리를 선택하세요","contact.labels.categorySelect",false,"contact us labels - Choose category","contact us labels - Choose category"
"src/components/ContactForm/messages.js","Email address used during registration","가입시 사용한 이메일 주소","contact.labels.emailAdd",false,"contact us labels - Email during registration","contact us labels - Email during registration"
"src/components/ContactForm/messages.js","First and Last name","이름과 성","contact.labels.name",false,"contact us labels - First and Last name","contact us labels - First and Last name"
"src/components/ContactForm/messages.js",Subject,제목,"contact.labels.subjects",false,"contact us labels - Subject","contact us labels - Subject"
"src/components/ContactForm/messages.js",No,아니오,"contact.purchase.no",false,"contact us - purchase no","contact us - purchase no"
"src/components/ContactForm/messages.js",Yes,네,"contact.purchase.yes",false,"contact us - purchase yes","contact us - purchase yes"
"src/components/ContactForm/messages.js",SUBMIT,제출,"contact.submit",false,"contact us - send","contact us - send"
"src/routes/contact/messages.js","Activation help","활성화 지원","contact.category.activation",false,"contact category activation","contact category activation"
"src/routes/contact/messages.js","Billing, renewal or refund question","결제, 갱신 또는 환불 질문","contact.category.billing",false,"contact category billing","contact category billing"
"src/routes/contact/messages.js","ByteVPN questions",ByteVPN,"contact.category.bytevpn",false,"contact category bytevpn","contact category bytevpn"
"src/routes/contact/messages.js",Errors,오류,"contact.category.errors",false,"contact category errors","contact category errors"
"src/routes/contact/messages.js","Help choosing a plan","플랜 선택","contact.category.help",false,"contact category help","contact category help"
"src/routes/contact/messages.js","License key assistance","라이센스 키 지원","contact.category.license",false,"contact category license","contact category license"
"src/routes/contact/messages.js",Other,기타,"contact.category.other",false,"contact category other","contact category other"
"src/routes/contact/messages.js","Removing ByteFence","ByteFence 제거","contact.category.remove",false,"contact category remove","contact category remove"
"src/routes/contact/messages.js",Error,오류,"contact.error",false,"contact error","contact error"
"src/routes/contact/messages.js",OK,OK,"contact.success.ok",false,"contact us - success.ok","contact us - success.ok"
"src/routes/contact/messages.js","Message Sent!","","contact.success.sentOk",false,"contact us - success.sentOk","contact us - success.sentOk"
"src/routes/contact/messages.js","Your message to Reason support team was sent successfully.","","contact.success.sentOkBody",false,"contact us - success.sentOkBody","contact us - success.sentOkBody"
"src/routes/contact/messages.js","We couldn't send your request. You can try again later or approach our support directly at <b>support@reasonsecurity.com</b>.","","error.submit.contact",false,"contact us - submit error pop up","contact us - submit error pop up"
"src/components/PaymentForm/text.js","Credit Card","","payment.credit.cart",false,"payment.credit.cart","payment.credit.cart"
"src/components/PaymentForm/text.js",CVC,"","payment.cvc",false,"payment.cvc","payment.cvc"
"src/components/PaymentForm/text.js","In American Express - The 4 digits code on the front of your card:","","payment.cvc.tip.bottom",false,"payment.cvc.tip.bottom","payment.cvc.tip.bottom"
"src/components/PaymentForm/text.js","The 3 digits security code on the back of your card:","","payment.cvc.tip.top",false,"payment.cvc.tip.top","payment.cvc.tip.top"
"src/components/PaymentForm/text.js","Please enter a valid credit card","유효한 신용카드를 입력하십시오","payment.error.card",false,"Payment Field Card Error Message","Payment Field Card Error Message"
"src/components/PaymentForm/text.js","Enter a valid Country","","payment.error.country",false,"Payment Field Country Error Message","Payment Field Country Error Message"
"src/components/PaymentForm/text.js","Please enter a valid security code","유효한 보안 코드를 입력하십시오","payment.error.cvc",false,"Payment Field CVC Error Message","Payment Field CVC Error Message"
"src/components/PaymentForm/text.js","Please enter a valid email","유효한 이메일을 입력하십시오","payment.error.email",false,"Payment Field Email Error Message","Payment Field Email Error Message"
"src/components/PaymentForm/text.js","Please enter a valid expiry date","유효한 만료 날짜를 입력하십시오","payment.error.expiry",false,"Payment Field Expiry date Error Message","Payment Field Expiry date Error Message"
"src/components/PaymentForm/text.js","Please enter a valid first name","유효한 이름을 입력하십시오","payment.error.first.Name",false,"Payment Field First Name Error Message","Payment Field First Name Error Message"
"src/components/PaymentForm/text.js","Please enter a valid last name","유효한 성을 입력하십시오","payment.error.last.Name",false,"Payment Field Last Name Error Message","Payment Field Last Name Error Message"
"src/components/PaymentForm/text.js","Please enter a valid ZIP code","올바른 우편 번호를 입력 해주세요","payment.error.zip",false,"Payment Field zip Error Message","Payment Field zip Error Message"
"src/components/PaymentForm/text.js",Country,국가,"payment.labels.Country",false,"payment labels - Choose Country","payment labels - Choose Country"
"src/components/PaymentForm/text.js","Card Number","카드 번호","payment.labels.card",false,"payment labels - card","payment labels - card"
"src/components/PaymentForm/text.js","Email Address","이메일 주소","payment.labels.emailAdd",false,"payment labels - Email","payment labels - Email"
"src/components/PaymentForm/text.js","First Name",이름,"payment.labels.first.name",false,"payment labels - First name","payment labels - First name"
"src/components/PaymentForm/text.js","Last Name",성,"payment.labels.last.name",false,"payment labels - last name","payment labels - last name"
"src/components/PaymentForm/text.js","ZIP Code","우편 번호","payment.labels.zip",false,"payment labels - zip code","payment labels - zip code"
"src/components/PaymentForm/text.js",Month,월,"payment.month",false,"payment.month","payment.month"
"src/components/PaymentForm/text.js","Buy Now","지금 구매","payment.next",false,"payment.next","payment.next"
"src/components/PaymentForm/text.js","Secure payment. All major credit cards accepted.","안전한 결제. 모든 주요 신용카드 결제 가능.","payment.secureNote",false,"payment.secureNote","payment.secureNote"
"src/components/PaymentForm/text.js",Year,년,"payment.year",false,"payment.year","payment.year"
"src/routes/cart/messages.js",Error,오류,error,false,error,error
"src/routes/cart/messages.js","Reason Premium Antivirus is not supported in your country. <br><br>We apologize for the inconvenience.","","error.blocked",false,"error.blocked","error.blocked"
"src/routes/cart/messages.js","OK, Got it.","","error.okGotIt",false,"error.okGotIt","error.okGotIt"
"src/routes/contact/messages.js","EMEA - 9:00 AM to 7:00 PM (GMT +1), Monday - Friday","","contact.emea",false,"contact us - EMEA","contact us - EMEA"
"src/routes/contact/messages.js","Support Hours:","지원 시간:","contact.headerTitle",false,"contact us - headerTitle","contact us - headerTitle"
"src/routes/contact/messages.js","Latin America - 6:00 AM to 5:00 PM (GMT-3), Monday - Friday","","contact.latinAmerica",false,"contact us - Latin America","contact us - Latin America"
"src/routes/contact/messages.js","We are making our best efforts to translate non-English requests and provide quality support to all of our users. To contact one of our support agents, please fill out this form.","","contact.subTitle",false,"contact us - subTitle","contact us - subTitle"
